CompanyID,CompanyName,Industry,Region,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,Score_S,Score_G,CarbonEmissions,CarbonIntensity,WaterUsage,WaterIntensity,EnergyConsumption,EnergyIntensity,Score_E,Score_ESG_Global
251,Company_0251,Finance,North America,2021,970.44,0.0818,4288.07,0.0294,63.622754491017965,48.52071005917159,21.41,0.02206215737191377,271.69,0.2799657887143976,2234.94,2.3030171880796337,65.78601405703218,59.309826202407244
252,Company_0252,Technology,Latin America,2020,387.8,0.0643,3031.79,-0.0156,28.892215568862277,48.372781065088745,7.02,0.01810211449200619,376.64,0.9712222795255285,339.96,0.8766374419804022,69.63965142934673,48.968216021099245
253,Company_0253,Finance,Europe,2018,2283.72,0.1285,28586.52,0.143,39.07185628742514,42.75147928994082,115.35,0.050509694708633285,407.27,0.17833622335487714,6184.11,2.707910777153066,49.315220246842465,43.7128519414028
254,Company_0254,Technology,Latin America,2018,867.16,0.1545,4896.07,-0.0502,23.95209580838323,54.733727810650876,30.78,0.03549517966695881,1161.49,1.3394183311038332,795.71,0.9176045943078556,51.69639400618485,43.460739208406316
255,Company_0255,Retail,North America,2020,653.9,0.1645,3420.92,0.0113,54.79041916167664,63.16568047337277,10.22,0.01562930111637865,506.48,0.7745526838966204,691.15,1.0569658969261355,73.27104296398804,63.74238086634582
256,Company_0256,Technology,Middle East-Africa,2023,974.93,0.1799,14048.51,0.1686,80.08982035928143,38.6094674556213,70.28,0.07208722677525567,1049.47,1.0764567712553723,799.57,0.820130676048537,42.02970948979925,53.576332434900664
257,Company_0257,Technology,Europe,2018,2398.53,0.2023,13236.93,0.0828,50.598802395209574,58.28402366863904,57.29,0.023885463179530792,415.28,0.17313938120432096,3839.8,1.6008972162115962,76.92685088114445,61.936558981664355
258,Company_0258,Finance,Europe,2024,1202.34,0.1564,7371.54,0.0486,74.25149700598801,56.213017751479285,75.03,0.062403313538599736,1019.52,0.8479465043165827,3269.48,2.7192641016684136,26.946088387716564,52.47020104839463
259,Company_0259,Finance,Asia-Pacific,2021,408.8,0.2332,5982.88,0.0515,59.88023952095808,65.68047337278105,12.16,0.02974559686888454,213.3,0.5217710371819961,462.4,1.131115459882583,71.7886501791937,65.78312102431094
260,Company_0260,Manufacturing,Asia-Pacific,2022,1518.51,0.1272,17943.51,-0.0162,64.82035928143712,63.16568047337277,101.59,0.06690110700621003,757.67,0.4989562136568083,2178.13,1.4343863392404397,50.57147804454628,59.5191725997854
261,Company_0261,Manufacturing,Middle East-Africa,2018,572.33,0.1096,6521.78,0.0452,49.55089820359281,50.14792899408283,10.47,0.018293641780091904,369.45,0.6455191934722974,1496.74,2.6151695700033195,54.38763090490967,51.36215270086177
262,Company_0262,Retail,Europe,2021,242.43,0.1564,3208.64,0.0255,73.50299401197604,59.17159763313609,15.26,0.06294600503238047,24.46,0.10089510374128614,495.67,2.044590190982964,54.14715084576689,62.273914163626344
263,Company_0263,Manufacturing,Middle East-Africa,2019,3125.05,0.107,13718.58,0.0626,32.185628742514965,49.40828402366863,52.71,0.016866930129117934,2354.18,0.7533255467912512,7434.62,2.379040335354634,55.55732673387313,45.717079833352244
264,Company_0264,Technology,Asia-Pacific,2021,1510.3,0.2312,17325.32,-0.0554,56.58682634730538,69.37869822485206,62.35,0.04128318877044296,1179.83,0.7811891677150234,1563.16,1.0349996689399459,61.15689177785812,62.37413878333853
265,Company_0265,Finance,Asia-Pacific,2022,1038.17,0.1879,9389.44,0.0778,68.8622754491018,55.62130177514793,63.72,0.061377231089320625,1358.32,1.308379167188418,2378.67,2.2912143483244556,21.775504236154745,48.75302715346816
266,Company_0266,Manufacturing,Europe,2021,860.98,0.165,11149.55,0.1212,85.32934131736528,44.67455621301774,19.05,0.022125949499407653,626.74,0.7279379311946851,920.41,1.0690259936351598,71.16102841034034,67.05497531357445
267,Company_0267,Manufacturing,Latin America,2020,2915.96,0.1279,26528.56,0.0357,52.245508982035915,63.01775147928993,87.47,0.02999698212595509,1775.76,0.608979547044541,8655.41,2.9682883167121634,44.99126969367488,53.41817671833358
268,Company_0268,Retail,North America,2022,9518.65,0.0956,99402.3,0.0953,36.82634730538922,77.36686390532545,671.39,0.07053416188219969,14207.98,1.4926465412637295,18082.73,1.8997158210460516,18.079219092264864,44.090810100993174
269,Company_0269,Healthcare,Asia-Pacific,2023,1501.39,0.1621,13111.49,0.0717,41.31736526946107,54.88165680473372,108.04,0.07195998374839316,1350.8,0.8996996116931643,3361.76,2.2390984354498165,27.516064908259747,41.23836232748485
270,Company_0270,Retail,Asia-Pacific,2019,533.39,0.0524,4660.73,0.0075,45.80838323353293,48.96449704142011,7.01,0.013142353624927352,406.26,0.7616565739890137,424.58,0.7960029246892517,78.25992762510364,57.67760263335223
271,Company_0271,Technology,Latin America,2020,984.24,0.2121,12023.17,-0.0241,42.51497005988023,70.71005917159762,21.42,0.0217629846378932,781.8,0.7943184589124603,1108.89,1.1266459400146307,68.92533688236803,60.7167887046153
272,Company_0272,Finance,Latin America,2023,1482.38,0.1093,15628.38,-0.0143,46.40718562874251,60.05917159763313,27.01,0.01822069914596797,1827.55,1.232848527368151,1259.06,0.8493503690012006,63.48436861901248,56.6502419484627
273,Company_0273,Retail,Middle East-Africa,2021,211.73,0.1383,2244.2,0.0705,60.62874251497005,47.33727810650887,4.78,0.02257592216502149,122.16,0.5769612242006329,312.4,1.475464034383413,69.2505873543218,59.07220265860024
274,Company_0274,Manufacturing,Middle East-Africa,2022,1385.96,0.0654,11646.78,0.0461,58.9820359281437,46.15384615384614,107.98,0.0779098963895062,893.7,0.6448238044388006,1677.48,1.2103379606915061,44.70479927767743,49.94689378655576
275,Company_0275,Finance,North America,2019,1488.46,0.1634,13951.81,0.1393,68.4131736526946,42.01183431952662,72.36,0.04861400373540438,1723.97,1.1582239361487712,3471.54,2.3323031858430863,31.02760856181044,47.15087217801055
276,Company_0276,Finance,North America,2020,2775.09,0.0928,33158.51,0.1054,31.586826347305387,47.18934911242603,118.68,0.04276618055630628,561.06,0.20217722668453994,2141.74,0.7717731677170829,78.26601584439189,52.34739710137444
277,Company_0277,Manufacturing,Europe,2023,2579.85,0.159,33309.19,0.1052,63.77245508982035,56.213017751479285,203.58,0.07891156462585035,3382.79,1.3112351493303875,6140.42,2.380146132527085,12.149534512832648,44.04500245137743
278,Company_0278,Retail,Middle East-Africa,2023,1185.38,0.1654,13464.44,0.0684,47.604790419161674,56.06508875739644,58.07,0.0489885100136665,832.47,0.7022811250400715,728.14,0.6142671548364237,65.04480907040985,56.238229415655994
279,Company_0279,Manufacturing,Asia-Pacific,2019,3166.07,0.0811,44606.34,-0.0174,51.19760479041916,67.89940828402365,178.18,0.05627797237584766,2893.19,0.9138111286231827,3182.04,1.0050441083109343,51.124280385286546,56.74043115324312
280,Company_0280,Healthcare,Middle East-Africa,2024,4559.53,0.0526,58562.1,0.0728,64.37125748502994,58.727810650887555,151.8,0.0332929051897893,5291.18,1.160466100672657,11307.24,2.479913499856345,36.3139329740368,53.13766703665143
281,Company_0281,Finance,Asia-Pacific,2021,1118.3,0.2119,10894.9,0.0545,54.79041916167664,64.20118343195266,41.1,0.03675221318072074,528.37,0.4724760797639274,2635.77,2.3569435750693017,53.29974064156776,57.430447745065685
282,Company_0282,Energy,Latin America,2019,1469.58,0.1085,16248.94,-0.0297,55.53892215568862,57.24852071005916,75.84,0.051606581472257385,1978.7,1.3464391186597533,2484.79,1.6908164237401162,33.512677554755236,48.76670680683433
283,Company_0283,Energy,Middle East-Africa,2023,318.27,0.1335,4492.57,0.1347,42.66467065868263,34.91124260355029,4.74,0.01489301536431332,468.14,1.470889496339586,198.9,0.6249410877556792,62.18769900788242,46.587870756705115
284,Company_0284,Technology,Latin America,2018,397.15,0.1491,4142.3,0.1272,77.09580838323353,38.31360946745562,11.09,0.02792395820219061,314.54,0.7919929497670907,804.13,2.024751353392925,54.05426836451754,56.4878954050689
285,Company_0285,Manufacturing,North America,2020,609.88,0.0448,7866.04,-0.0301,42.365269461077844,44.822485207100584,14.5,0.02377516888568243,860.98,1.4117203384272317,925.07,1.516806584901948,47.505430625467184,44.89772843121521
286,Company_0286,Manufacturing,North America,2019,803.89,0.1478,9056.45,0.0054,70.05988023952095,64.34911242603549,8.93,0.011108484991727724,81.66,0.10158106208560873,1038.08,1.2913209518715247,88.92472445198722,74.44457237251456
287,Company_0287,Technology,Europe,2024,509.14,0.1259,4899.53,0.0115,45.65868263473053,58.43195266272188,24.23,0.04759005381623915,688.32,1.3519267784892173,1069.71,2.10101347370075,29.818594217269524,44.636409838240645
288,Company_0288,Technology,Middle East-Africa,2023,1069.35,0.0814,6311.35,0.0927,32.934131736526936,36.83431952662721,52.69,0.04927292280357227,572.6,0.5354654696778417,1701.9,1.591527563473138,55.985151131794595,41.91786746498292
289,Company_0289,Technology,Latin America,2021,820.9,0.0506,6659.13,0.0846,25.0,34.31952662721893,30.27,0.03687416250456816,440.08,0.5360945303934705,600.12,0.7310512851748082,73.37285157535223,44.23079273419039
290,Company_0290,Finance,Asia-Pacific,2023,2320.71,0.1564,33912.27,0.0531,41.766467065868255,66.5680473372781,66.86,0.028810148618310775,973.13,0.4193242585243309,6474.48,2.789870341404139,52.62429749560672,53.65293729958436
291,Company_0291,Healthcare,North America,2021,786.55,0.1877,8568.05,0.0692,40.5688622754491,56.95266272189349,43.77,0.05564808340219948,427.74,0.543817939101138,1924.09,2.4462399084610005,41.32730706709752,46.282944021480034
292,Company_0292,Manufacturing,North America,2019,221.25,0.1307,2162.23,-0.0401,27.694610778443106,52.2189349112426,4.3,0.01943502824858757,88.25,0.39887005649717516,141.81,0.640949152542373,86.2882987359372,55.40061480854098
293,Company_0293,Finance,Asia-Pacific,2021,1197.54,0.0339,16999.67,0.0767,49.700598802395206,37.8698224852071,55.45,0.046303255006095834,1638.5,1.3682215207842745,2170.73,1.8126576147769595,33.87925275406881,40.483224680557036
294,Company_0294,Technology,Latin America,2022,1085.79,0.0566,10899.29,0.0429,45.958083832335326,45.11834319526626,69.24,0.06376923714530434,1475.19,1.3586328848119804,769.22,0.7084427007063981,40.51978227559571,43.865403101065766
295,Company_0295,Manufacturing,Latin America,2022,599.78,0.0941,5585.76,0.0025,62.2754491017964,56.06508875739644,12.9,0.02150788622494915,145.8,0.24308913268198343,1555.37,2.593234185868152,63.087603312684884,60.47604705729257
296,Company_0296,Finance,Middle East-Africa,2022,1172.04,0.2139,14195.42,-0.0573,57.784431137724546,65.38461538461537,73.52,0.06272823453124467,351.61,0.2999982935735982,2382.21,2.0325330193508755,49.493601839785015,57.55421612070831
297,Company_0297,Healthcare,Middle East-Africa,2024,516.62,0.1052,5968.03,0.0519,46.706586826347305,48.07692307692307,32.68,0.06325732646819712,675.14,1.3068406178622585,481.04,0.931129263288297,39.07102884922995,44.61817958416677
298,Company_0298,Finance,Europe,2024,1381.45,0.0919,7346.43,0.075,54.491017964071844,42.15976331360946,19.61,0.014195229650005428,909.7,0.6585109848347751,762.36,0.5518549350320315,83.56438855022873,60.071723275970015
299,Company_0299,Healthcare,North America,2018,6926.06,0.0196,59949.94,-0.0692,6.886227544910181,55.47337278106508,78.37,0.011315235501858199,2333.95,0.3369809097813186,4009.86,0.5789525357851362,92.51989182911035,51.626497385028536
300,Company_0300,Technology,Middle East-Africa,2024,309.85,0.0806,2686.42,0.0513,48.65269461077843,43.343195266272176,24.22,0.07816685492980474,252.51,0.8149427142165563,547.94,1.7684040664837826,32.93051218501819,41.642134020689596
301,Company_0301,Healthcare,Latin America,2019,764.05,0.046,5759.92,0.0586,61.82634730538922,38.46153846153846,17.98,0.023532491329101502,522.1,0.6833322426542766,1784.77,2.335933512204699,54.680599223706764,51.65616166354482
302,Company_0302,Manufacturing,Asia-Pacific,2023,682.97,0.0598,6288.43,0.0112,22.90419161676647,49.999999999999986,46.13,0.06754323030294157,277.85,0.4068260684949559,547.81,0.8020996529862219,60.980844448693084,44.62834535515318
303,Company_0303,Technology,Latin America,2023,809.74,0.1272,6443.37,0.0766,75.14970059880237,46.301775147928986,39.94,0.04932447452268629,898.05,1.1090596981747227,852.83,1.0532146120977104,48.97666884390602,56.809381530212455
304,Company_0304,Manufacturing,North America,2018,2239.36,0.0959,12074.98,0.0407,44.31137724550898,51.47928994082839,63.85,0.028512610745927407,2203.1,0.9838078736781937,2951.82,1.3181534009717062,58.46681906220715,51.41916208284817
305,Company_0305,Energy,Latin America,2024,1603.56,0.222,12745.7,0.0698,52.39520958083831,63.31360946745561,30.62,0.01909501359475168,384.09,0.2395233106338397,1676.02,1.045186959016189,84.99101581113467,66.89994495314288
306,Company_0306,Retail,Europe,2021,1986.51,0.1847,7682.49,0.0874,60.928143712574844,52.66272189349112,88.93,0.0447669530986504,2772.26,1.3955429371108126,2936.75,1.478346446783555,38.40002147748714,50.66362902785103
307,Company_0307,Healthcare,North America,2018,1120.29,0.0835,11101.48,0.0874,28.59281437125748,40.0887573964497,43.15,0.038516812611020364,987.94,0.8818609467191532,2127.48,1.8990439975363522,48.45676400023851,39.04611192264856
308,Company_0308,Retail,Asia-Pacific,2021,434.65,0.065,5756.38,0.1212,60.778443113772454,28.698224852071004,25.61,0.05892097089612332,195.71,0.4502703324513977,961.58,2.212308754170022,45.1987833990652,44.891817121636215
309,Company_0309,Retail,Europe,2021,502.56,0.203,5881.71,0.0737,45.65868263473053,57.10059171597632,36.83,0.07328478191658708,195.4,0.3888092964024196,1462.17,2.90944364851958,30.556306938803964,44.438527096503606
310,Company_0310,Healthcare,North America,2020,1848.97,0.2196,13543.17,0.0166,45.958083832335326,73.9644970414201,122.71,0.066366679827147,536.81,0.2903292103170954,5227.23,2.82710373883838,37.389838118461284,52.43747299740558
311,Company_0311,Technology,Asia-Pacific,2023,1235.93,-0.0117,4999.17,0.0047,47.754491017964064,40.97633136094673,36.1,0.029208773959690272,858.35,0.6944972611717491,2379.57,1.9253274861844927,57.1766476556706,48.63582334486047
312,Company_0312,Energy,Europe,2022,2649.55,0.1256,14375.91,-0.0244,36.97604790419162,59.76331360946745,189.51,0.07152535336189163,767.73,0.289758638259327,6187.69,2.3353739314223168,41.50568378058635,46.081681764748474
313,Company_0313,Manufacturing,Europe,2024,1346.53,0.1049,12853.78,0.0606,30.089820359281433,49.11242603550295,92.02,0.06833861852316696,918.52,0.6821385338611097,3874.2,2.877173178466131,26.10156020949686,35.10126886809375
314,Company_0314,Finance,North America,2021,479.09,0.1589,2627.66,0.1425,65.11976047904191,36.094674556213015,35.95,0.07503809305140997,147.69,0.308271932204805,339.52,0.7086768665595191,61.085496118183336,54.09997705114608
315,Company_0315,Manufacturing,Middle East-Africa,2020,761.03,0.2366,7250.82,0.0249,66.76646706586826,71.89349112426035,32.04,0.042100837023507615,775.89,1.0195261684821886,391.23,0.5140796026437855,61.83244273109329,66.83080030707397
316,Company_0316,Finance,Europe,2023,1628.43,0.091,9410.99,0.0815,59.1317365269461,41.715976331360935,103.89,0.06379764558501133,1953.04,1.1993392408638994,935.53,0.574498136241656,46.22916697295595,49.025626610421
317,Company_0317,Manufacturing,Europe,2022,1803.05,-0.0036,23776.92,-0.0027,48.203592814371255,50.29585798816567,92.71,0.051418429882698756,1567.45,0.8693325198968415,3440.89,1.9083719253487146,42.48439111109465,46.994613971210526
318,Company_0318,Healthcare,Asia-Pacific,2021,1995.35,0.1547,15498.42,0.0636,48.95209580838323,56.50887573964496,63.32,0.03173378104092014,2099.27,1.0520810885308343,4802.98,2.4070864760568322,40.70756967806684,48.72284707536501
319,Company_0319,Energy,Latin America,2021,526.39,0.2034,3130.21,0.1382,69.91017964071854,43.195266272189336,41.91,0.07961777389388096,744.17,1.41372366496324,746.25,1.4176751078097989,22.128067155367585,45.07783768942515
320,Company_0320,Finance,North America,2018,473.09,0.1018,6030.87,0.098,63.77245508982035,38.46153846153846,6.0,0.012682576253989728,470.12,0.9937221247542751,881.41,1.863091589338181,58.502867473049804,53.57895367480287
321,Company_0321,Technology,North America,2018,960.2,0.0777,6830.9,-0.06,22.155688622754493,43.047337278106504,20.51,0.021360133305561343,585.55,0.6098208706519475,1719.63,1.7909081441366381,64.80846205816748,43.33716265300949
322,Company_0322,Manufacturing,Middle East-Africa,2023,3005.06,0.0938,13035.49,0.0899,24.101796407185628,41.86390532544378,217.8,0.07247775418793635,2191.5,0.7292699646596075,2214.51,0.7369270497094901,51.53047039473858,39.16539070912266
323,Company_0323,Manufacturing,Middle East-Africa,2022,674.72,0.171,6642.52,0.0931,83.08383233532933,49.11242603550295,9.61,0.014242945221721601,880.33,1.3047338155086554,879.81,1.3039631254446287,57.53869387679771,63.24498408254333
324,Company_0324,Finance,North America,2021,1507.91,0.0927,15047.09,0.0621,49.999999999999986,48.07692307692307,108.69,0.07207989866769236,426.75,0.28300760655476787,827.22,0.5485871172682719,65.25833153261479,54.44508486984595
325,Company_0325,Technology,Middle East-Africa,2023,1508.0,0.1397,17457.19,0.0967,58.68263473053892,48.66863905325443,90.58,0.06006631299734748,838.5,0.5560344827586207,1171.36,0.7767639257294429,61.201543685496716,56.18427248976335
326,Company_0326,Technology,Asia-Pacific,2023,1867.85,0.1217,10987.85,-0.0083,40.5688622754491,60.94674556213017,23.47,0.012565248815483042,1696.36,0.9081885590384666,4724.99,2.52964103113205,51.77449754068686,51.096701792755375
327,Company_0327,Healthcare,North America,2019,3516.1,0.1155,29272.45,0.0544,41.167664670658674,58.727810650887555,140.83,0.040052899519353834,3681.17,1.0469469013964336,9048.81,2.5735360200221837,34.64225007053211,44.84590846402612
328,Company_0328,Healthcare,Middle East-Africa,2024,3272.58,0.1621,20906.61,0.1277,85.62874251497004,47.04142011834318,205.56,0.06281282657719597,3825.32,1.168900378294801,8197.38,2.5048677190473567,21.683983327999464,51.45138198710423
329,Company_0329,Healthcare,North America,2018,723.27,0.0913,2872.41,0.1214,63.77245508982035,31.06508875739645,36.75,0.050810900493591604,394.53,0.5454809407275291,1675.84,2.3170323668892667,45.31949024634025,46.71901136451901
330,Company_0330,Healthcare,Latin America,2022,252.52,0.0942,3413.85,0.0884,38.17365269461077,38.165680473372774,19.07,0.07551877079043244,76.82,0.3042135276413749,627.07,2.483248851576113,37.26885522704928,37.869396131677604
331,Company_0331,Healthcare,Europe,2021,682.0,0.1679,8011.07,-0.0118,46.5568862275449,65.38461538461537,48.24,0.07073313782991203,979.88,1.436774193548387,1485.02,2.177448680351906,15.657208330996594,42.53290331438562
332,Company_0332,Healthcare,North America,2023,1156.29,0.0608,7651.8,-0.0228,23.203592814371255,48.372781065088745,38.49,0.03328749708118206,239.29,0.2069463542882841,2514.45,2.17458423059959,63.94682526560679,45.17439971502226
333,Company_0333,Energy,Europe,2021,851.37,0.0672,8677.58,0.058,30.83832335329341,42.75147928994082,13.56,0.0159272701645583,199.33,0.23412852226411549,1846.12,2.168410914173626,71.6429894141144,48.41093068578288
334,Company_0334,Technology,Middle East-Africa,2019,4348.25,0.0444,23546.51,0.0627,32.03592814371257,44.970414201183424,330.89,0.07609728051514977,3447.81,0.7929189903984362,7762.1,1.785108951877192,34.239292994642476,37.081878446512825
335,Company_0335,Healthcare,Europe,2022,1111.14,0.1709,15203.62,0.043,71.55688622754491,62.72189349112425,51.35,0.046213798441240524,1385.57,1.2469805785049588,1564.9,1.4083733822920603,42.31344795781597,58.86407589216171
336,Company_0336,Technology,North America,2023,1732.98,0.1137,7588.51,-0.0063,16.916167664670663,58.8757396449704,26.35,0.015205022562291545,2052.38,1.1843068010017428,4030.03,2.32549135015984,46.41878510911536,40.73689747291881
337,Company_0337,Technology,Latin America,2021,1276.72,0.0412,3888.95,0.0806,26.497005988023954,32.69230769230769,85.74,0.06715646343755874,1803.72,1.4127764897549973,1591.58,1.2466163293439438,30.38201731644535,29.857110332258998
338,Company_0338,Retail,Middle East-Africa,2018,860.37,0.1712,7764.02,0.0577,76.64670658682633,56.656804733727796,60.91,0.0707951230284645,256.6,0.2982437788393366,1597.92,1.857247463300673,48.02674932186986,60.44342021414133
339,Company_0339,Energy,North America,2024,285.04,0.0867,2849.7,0.0703,53.293413173652695,40.53254437869821,15.61,0.054764243614931235,178.44,0.6260174010665169,451.33,1.583391804658995,51.236100292313125,48.35401928155468
340,Company_0340,Healthcare,Middle East-Africa,2019,1037.91,0.0677,10324.73,0.0915,61.52694610778442,36.83431952662721,42.89,0.04132342881367363,513.77,0.4950043838097715,1236.73,1.1915580348970527,66.1174917169615,54.826252450457716
341,Company_0341,Manufacturing,Asia-Pacific,2022,10702.72,0.1083,39109.27,0.0308,67.36526946107784,66.5680473372781,603.12,0.05635203013813311,13969.38,1.3052177390420379,31430.94,2.9367244962028343,15.635445848407603,49.85625421558785
342,Company_0342,Finance,Europe,2019,458.92,0.2087,3106.22,0.0158,30.538922155688613,68.19526627218934,27.29,0.059465702083151745,359.66,0.7837095790115924,526.33,1.1468883465527762,50.92343006651131,49.88587283146309
343,Company_0343,Manufacturing,Asia-Pacific,2018,307.84,0.0963,2767.62,0.1275,54.940119760479035,30.473372781065088,22.32,0.07250519750519752,42.36,0.1376039501039501,391.96,1.2732588357588357,58.97412240770245,48.1292049830822
344,Company_0344,Energy,North America,2022,4253.39,0.1545,23814.54,-0.003,54.04191616766466,71.89349112426035,327.13,0.07691041733770004,4641.09,1.0911508232257092,3844.94,0.9039707151237013,38.245716064767535,54.72704111889751
345,Company_0345,Finance,Latin America,2019,1843.57,0.1636,24835.65,0.0172,40.119760479041915,70.85798816568047,84.81,0.046003135221336866,1187.58,0.6441740752995546,4714.84,2.5574510325075805,41.96683405283525,50.981527565852545
346,Company_0346,Energy,Middle East-Africa,2020,1250.37,0.1466,5058.13,0.1364,72.75449101796406,36.538461538461526,82.39,0.06589249582123692,1054.82,0.8436062925374089,2458.82,1.9664739237185795,35.43653434001469,48.243162298813424
347,Company_0347,Technology,Europe,2018,2846.57,0.1963,25188.24,0.0117,39.221556886227546,76.4792899408284,220.65,0.07751434182191198,3846.58,1.3513034985965564,5785.94,2.0326006386633737,16.46569666863752,44.05551449856448
348,Company_0348,Finance,Middle East-Africa,2018,612.74,0.0776,6922.17,0.0431,43.11377245508982,46.449704142011825,12.61,0.020579691223030973,281.52,0.4594444625779286,1563.36,2.551424747853902,58.7440713256981,49.43584930759992
349,Company_0349,Technology,North America,2018,1017.78,0.0574,6250.23,0.0212,40.86826347305389,47.63313609467454,11.48,0.011279451354909707,444.13,0.43637131796655465,1381.44,1.3573070801155458,79.69204298046022,56.06448084939621
350,Company_0350,Manufacturing,Middle East-Africa,2020,2140.1,0.0562,22451.55,-0.0748,30.089820359281433,43.63905325443787,151.58,0.07082846595953461,1002.57,0.4684687631419093,2106.04,0.9840848558478577,55.46100983215418,43.063294481957826
351,Company_0351,Manufacturing,Europe,2020,4804.21,0.1113,62227.13,0.0414,44.91017964071855,74.55621301775147,113.71,0.023668823802456593,2754.5,0.5733512898062324,4785.06,0.9960139127973174,75.21800750087975,64.8948000531166
352,Company_0352,Finance,North America,2021,483.97,0.0632,2557.31,-0.0207,21.25748502994012,47.04142011834318,6.28,0.012976010909767135,121.14,0.2503047709568775,1128.4,2.331549476207203,70.47427011874325,46.25772508900885
353,Company_0353,Finance,Middle East-Africa,2023,2687.9,0.1289,37648.41,0.0678,57.18562874251496,61.390532544378694,57.0,0.02120614606198147,2892.47,1.0761077421035008,5470.64,2.0352840507459353,50.10132279029856,56.22582802573074
354,Company_0354,Healthcare,Latin America,2024,1432.66,0.1246,13814.7,0.1274,68.4131736526946,39.05325443786982,52.85,0.036889422472882606,559.25,0.39035779598788267,1455.36,1.0158446526042466,73.16418405299736,60.21020404785392
355,Company_0355,Energy,North America,2019,1229.23,0.1811,8101.59,-0.105,28.143712574850298,48.81656804733727,31.16,0.025349202346184197,1716.75,1.3966060053854852,1060.41,0.8626619916533115,55.85929181755643,44.273190813248
356,Company_0356,Healthcare,North America,2021,1090.72,0.1375,8911.48,0.0215,40.5688622754491,59.76331360946745,34.21,0.031364603197887635,438.43,0.4019638403990025,874.45,0.8017181311427314,78.37244524518732,59.56820704336796
357,Company_0357,Energy,Latin America,2019,416.03,0.095,2806.64,0.0817,55.38922155688621,39.3491124260355,32.56,0.07826358676057016,190.5,0.4578996706968248,860.96,2.0694661442684423,37.685678201283785,44.14133739473517
358,Company_0358,Healthcare,Asia-Pacific,2024,2152.02,0.1447,25181.51,-0.1028,39.07185628742514,51.331360946745555,127.63,0.05930706963689928,1110.07,0.515826990455479,1076.65,0.5002973950056226,66.2474903760677,52.21690253674613
359,Company_0359,Technology,Europe,2023,634.23,0.0582,7963.14,0.1435,68.26347305389221,24.260355029585796,37.96,0.05985210412626334,745.82,1.1759456348643238,346.16,0.5457956892609936,49.07321067626235,47.19901291991345
360,Company_0360,Finance,Asia-Pacific,2020,515.03,0.1177,6692.89,0.0766,73.80239520958082,45.11834319526626,8.56,0.016620391045181836,359.82,0.6986389142380056,759.09,1.473875308234472,69.10830548261325,62.67634796248678
361,Company_0361,Manufacturing,Middle East-Africa,2023,2038.2,0.1392,30224.88,0.1258,72.00598802395209,48.22485207100591,124.83,0.06124521636738298,2541.77,1.2470660386615642,4541.87,2.228373074281228,24.191943162093125,48.14092775235037
362,Company_0362,Energy,Latin America,2020,1905.3,0.1278,23807.49,0.0105,54.191616766467064,66.71597633136093,117.66,0.06175405447960951,2284.06,1.1987928410224111,4263.29,2.2375951293759515,25.018486796509038,48.64202663144568
363,Company_0363,Energy,Asia-Pacific,2024,1158.99,0.1449,11840.9,0.019,71.10778443113772,62.42603550295856,65.11,0.056178224143435235,1624.07,1.4012804251978015,1825.74,1.5752853777858307,31.518245077426915,55.017355003841075
364,Company_0364,Manufacturing,North America,2023,2334.8,0.0814,16508.52,0.0387,32.48502994011976,51.77514792899408,60.68,0.02598937810519102,2706.6,1.1592427616926502,5201.19,2.2276811718348464,43.196659610848,42.485612493320616
365,Company_0365,Healthcare,Middle East-Africa,2021,2975.46,0.1891,28371.49,0.1997,72.60479041916167,39.644970414201175,117.87,0.03961404287068218,513.79,0.1726758215536421,5363.99,1.8027431052677567,66.73747732165825,59.66241271834036
366,Company_0366,Energy,Middle East-Africa,2022,2740.12,0.2293,9570.74,0.1423,83.08383233532933,48.66863905325443,189.72,0.0692378435980906,3485.96,1.2721924587244355,8062.33,2.9423273433280297,10.22667026152008,47.326380550034614
367,Company_0367,Technology,Asia-Pacific,2021,757.64,0.0238,9044.6,0.0593,12.5748502994012,36.68639053254437,43.12,0.056913573728947786,1070.77,1.413296552452352,686.53,0.9061427590940289,39.802368788472116,29.68786987347256
368,Company_0368,Finance,Asia-Pacific,2019,2230.26,0.0471,18625.94,0.0678,32.33532934131736,42.15976331360946,136.7,0.06129330212620949,3325.69,1.4911669491449426,4464.24,2.0016679669634927,21.16512108759368,31.886737914173498
369,Company_0369,Manufacturing,Latin America,2021,1271.75,0.1226,4120.82,0.0944,29.04191616766466,41.27218934911242,65.01,0.05111853744839788,350.21,0.27537644977393355,2197.71,1.7280990760762729,59.70627819150156,43.34012790275955
370,Company_0370,Finance,Europe,2024,3670.69,0.1046,13765.4,0.2174,44.760479041916156,18.34319526627219,152.23,0.041471766888514144,3518.66,0.9585827187803927,3619.91,0.9861660886645289,57.336603896914326,40.14675940170089
371,Company_0371,Energy,Asia-Pacific,2018,1005.65,0.2338,7692.82,0.0768,51.64670658682634,61.390532544378694,63.49,0.06313329687266941,381.39,0.37924725302043455,2388.4,2.374981355342316,42.77150873212663,51.936249287777215
372,Company_0372,Energy,Asia-Pacific,2019,854.46,0.1332,8545.51,0.0532,39.520958083832326,52.66272189349112,12.61,0.014757858764599863,399.47,0.4675116447814994,1015.76,1.188774196568593,79.51232763278333,57.232002536702254
