CompanyID,CompanyName,Industry,Region,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Overall,ESG_Environmental,ESG_Social,ESG_Governance,CarbonEmissions,WaterUsage,EnergyConsumption,New_Revenue
185,Company_0185,Manufacturing,Europe,2019,1181.25,0.0552,7329.51,0.05,38.5,37.4,37.5,40.6,81.14,1582.92,1039.47,124.7
186,Company_0186,Finance,Middle East-Africa,2020,789.43,0.0524,7433.24,0.1656,50.0,55.7,69.3,24.9,55.17,408.58,738.48,359.81
187,Company_0187,Energy,North America,2021,956.51,0.1104,12726.5,0.0657,49.2,44.1,58.5,45.1,65.21,1094.89,718.57,311.97
188,Company_0188,Manufacturing,Europe,2021,1357.31,0.1822,9379.82,-0.0212,43.8,15.7,59.0,56.8,89.48,2017.28,3183.52,448.66
189,Company_0189,Technology,Asia-Pacific,2024,190.33,0.1176,2749.93,0.1175,41.0,31.0,55.9,36.0,6.73,285.44,431.15,41.81
190,Company_0190,Healthcare,Latin America,2019,374.92,0.1314,1673.09,0.0754,51.8,42.1,70.7,42.6,9.46,317.51,1111.97,175.33
191,Company_0191,Technology,Europe,2018,5472.61,0.0602,17617.96,-0.0295,35.6,24.0,36.0,46.7,410.53,6880.04,9878.37,898.59
192,Company_0192,Manufacturing,North America,2019,769.22,0.179,10653.36,-0.0624,41.6,29.2,44.2,51.3,24.22,1143.33,1973.84,122.14
193,Company_0193,Healthcare,Asia-Pacific,2020,188.25,0.0513,719.85,-0.0184,43.9,55.0,34.0,42.6,7.13,117.57,365.42,25.28
194,Company_0194,Energy,North America,2021,397.44,0.0897,5922.9,0.1085,44.5,39.1,59.0,35.5,23.44,180.19,1067.21,124.56
195,Company_0195,Manufacturing,North America,2019,6242.44,0.1578,89995.84,0.0289,70.2,62.4,71.9,76.4,190.61,1622.58,14373.56,3121.22
196,Company_0196,Technology,Asia-Pacific,2018,670.42,-0.0024,3113.59,0.0557,41.1,46.5,43.4,33.3,45.15,199.29,1412.71,178.85
197,Company_0197,Retail,North America,2024,2468.36,0.1304,23328.54,-0.0437,55.7,50.4,63.9,52.9,36.78,3196.48,4721.5,1234.18
198,Company_0198,Finance,Asia-Pacific,2019,1193.66,0.0577,6229.78,0.1104,36.3,29.8,46.7,32.4,78.05,1103.2,2754.29,206.24
199,Company_0199,Technology,Europe,2022,780.96,0.121,6355.34,-0.0911,40.5,36.8,43.9,40.9,40.71,1033.36,1209.81,207.91
200,Company_0200,Healthcare,Asia-Pacific,2024,1887.13,0.0989,7052.39,0.0041,45.4,51.3,34.1,50.7,94.56,2274.44,1399.2,86.44
201,Company_0201,Manufacturing,Asia-Pacific,2018,206.63,0.2464,1175.15,0.0793,60.7,60.9,68.7,52.6,8.7,215.57,123.97,56.73
202,Company_0202,Finance,Latin America,2020,399.9,0.0964,2942.95,-0.0286,53.9,54.5,61.2,46.0,11.75,381.12,678.85,195.58
203,Company_0203,Manufacturing,Asia-Pacific,2021,776.93,0.2306,6420.4,0.093,58.4,62.9,61.6,50.8,33.01,130.27,1552.49,135.87
204,Company_0204,Healthcare,Asia-Pacific,2019,428.36,0.1552,6309.74,-0.0108,55.0,53.3,56.8,54.8,17.78,565.94,298.62,138.66
205,Company_0205,Manufacturing,Europe,2018,730.3,0.0719,9270.71,-0.0358,43.0,57.0,27.3,44.6,37.15,500.24,888.96,18.65
206,Company_0206,Retail,Latin America,2024,1993.4,0.1398,23619.69,0.1401,59.0,61.2,74.8,41.0,59.22,1761.57,2601.55,886.93
207,Company_0207,Finance,Middle East-Africa,2022,1202.91,0.1017,11360.84,0.0608,63.4,78.0,67.5,44.6,18.56,157.26,2293.93,574.67
208,Company_0208,Finance,Europe,2018,2783.41,0.1345,36406.92,0.0863,50.1,54.7,44.4,51.3,56.1,3926.01,3329.53,162.24
209,Company_0209,Healthcare,Europe,2023,1257.35,0.0772,8891.83,0.1213,43.9,43.4,54.7,33.5,74.11,1714.82,929.34,318.54
210,Company_0210,Retail,Middle East-Africa,2022,2196.72,0.2214,25277.24,-0.1334,62.9,75.7,63.0,49.9,25.43,1890.48,2003.72,1010.43
211,Company_0211,Technology,Asia-Pacific,2024,1048.54,0.1755,15649.84,0.0944,50.8,46.4,58.0,48.1,73.35,952.32,980.24,204.98
212,Company_0212,Manufacturing,North America,2020,725.46,0.1219,4915.39,-0.0033,39.4,25.2,40.7,52.3,42.52,788.59,1891.09,87.15
213,Company_0213,Energy,Latin America,2021,3091.46,0.2237,34278.72,0.006,63.0,56.1,63.2,69.7,197.13,1454.76,3743.13,941.24
214,Company_0214,Manufacturing,North America,2024,667.44,0.1245,8764.72,0.0806,50.5,40.9,67.2,43.3,45.73,274.11,1526.26,280.05
215,Company_0215,Manufacturing,Middle East-Africa,2020,1395.06,0.1859,19516.43,0.0246,60.5,54.5,67.5,59.6,25.93,1455.93,2677.95,560.5
216,Company_0216,Technology,Europe,2019,1878.5,0.1223,21819.12,0.0916,44.9,36.5,52.8,45.3,126.93,462.47,5527.66,368.02
217,Company_0217,Manufacturing,Europe,2018,1976.42,0.1436,12655.63,0.0471,60.5,59.0,71.9,50.7,89.58,1454.03,2336.25,988.21
218,Company_0218,Retail,Latin America,2023,485.02,0.1151,3354.1,0.0618,44.1,48.8,40.1,43.4,34.91,383.1,434.55,23.71
219,Company_0219,Retail,Europe,2022,2290.13,0.1257,7440.86,0.0157,54.7,56.0,56.5,51.7,165.03,1451.65,1443.0,753.87
220,Company_0220,Finance,Europe,2022,552.65,0.1302,6704.04,-0.0245,67.0,85.0,65.3,50.8,6.46,198.61,609.24,276.33
221,Company_0221,Healthcare,Latin America,2018,1934.28,0.0798,6794.9,-0.0018,49.7,52.6,47.5,49.1,71.18,1155.62,4275.11,538.03
222,Company_0222,Energy,Latin America,2023,1594.99,0.0959,21334.28,0.0428,54.6,68.4,46.2,49.3,74.72,913.26,1137.46,298.61
223,Company_0223,Manufacturing,Middle East-Africa,2018,1945.05,0.107,8604.75,0.1786,47.2,52.6,60.4,28.5,111.81,1554.04,2162.42,452.71
224,Company_0224,Manufacturing,Europe,2019,471.77,0.1338,2388.36,0.153,43.7,39.4,59.2,32.6,14.17,492.79,1244.66,97.24
225,Company_0225,Technology,Europe,2020,1654.99,0.1182,14428.74,0.0043,49.4,39.9,53.7,54.6,45.76,2408.89,3239.45,513.78
226,Company_0226,Healthcare,Middle East-Africa,2024,2344.71,0.1904,27795.48,0.0542,66.1,80.2,59.9,58.3,86.02,707.7,1579.87,582.64
227,Company_0227,Retail,Asia-Pacific,2022,1255.61,0.1708,5861.22,0.0299,49.9,52.6,43.4,53.6,56.58,1660.2,777.48,71.1
228,Company_0228,Energy,Asia-Pacific,2019,618.3,0.1082,5120.02,0.0591,51.1,56.8,52.9,43.6,47.35,307.82,403.63,155.97
229,Company_0229,Finance,Asia-Pacific,2020,2087.71,0.2029,18359.78,0.0681,49.5,23.5,69.9,55.0,132.25,1937.23,5959.76,762.47
230,Company_0230,Retail,Middle East-Africa,2019,1187.66,0.2324,6588.48,0.0869,48.8,39.1,55.6,51.8,47.57,1027.84,3117.24,106.98
231,Company_0231,Healthcare,Europe,2023,339.64,-0.0026,1489.9,-0.1531,31.2,51.5,22.4,19.7,4.69,298.79,887.26,63.14
232,Company_0232,Finance,Middle East-Africa,2022,585.62,0.1759,7634.73,0.0757,51.7,39.5,67.2,48.4,12.76,651.62,1645.9,207.06
233,Company_0233,Technology,Middle East-Africa,2024,758.69,0.0784,6850.66,0.0221,51.1,55.2,51.9,46.3,31.8,481.29,1337.68,242.68
234,Company_0234,Technology,Asia-Pacific,2018,3146.58,0.168,9982.77,0.0007,53.9,54.0,49.2,58.4,210.72,1720.36,3519.02,563.85
235,Company_0235,Manufacturing,North America,2018,2782.56,0.1943,35159.86,0.1056,55.6,45.5,67.3,53.9,101.98,3600.55,4183.22,824.81
236,Company_0236,Healthcare,Europe,2020,2776.31,0.0674,41004.78,0.1527,46.4,50.7,51.0,37.5,132.42,1133.1,6377.63,492.58
237,Company_0237,Energy,Asia-Pacific,2024,1290.33,0.0089,13253.11,0.0982,37.8,35.0,46.9,31.5,93.45,454.64,3471.09,331.86
238,Company_0238,Finance,North America,2021,2078.74,0.1701,18801.15,0.0137,56.6,54.5,56.1,59.3,153.76,253.3,3300.47,550.64
239,Company_0239,Retail,North America,2023,493.47,0.1281,6682.02,-0.0253,61.2,68.0,65.1,50.5,12.39,194.82,907.21,246.73
240,Company_0240,Healthcare,Latin America,2020,1101.87,0.0199,15900.18,-0.1604,32.9,50.2,23.7,24.9,14.38,910.08,3117.69,200.37
241,Company_0241,Healthcare,Europe,2021,1504.39,0.2718,18134.59,0.0628,63.7,68.3,60.9,62.0,47.21,1284.62,1156.49,212.53
242,Company_0242,Technology,North America,2019,516.76,0.1575,4312.55,0.0905,48.9,39.6,63.3,43.7,30.34,235.74,1372.37,157.61
243,Company_0243,Manufacturing,Asia-Pacific,2023,1270.21,0.1602,12837.59,0.0429,58.6,60.6,62.3,52.8,97.27,255.55,1140.99,428.99
244,Company_0244,Manufacturing,Latin America,2019,3571.17,0.2019,40751.38,0.1154,59.2,56.5,66.2,54.9,54.97,4080.05,6105.46,922.84
245,Company_0245,Finance,Europe,2024,1621.55,0.0852,8644.95,-0.0424,53.7,66.5,49.9,44.7,19.45,1882.89,1696.24,569.29
246,Company_0246,Technology,Middle East-Africa,2022,2084.49,0.1278,17439.74,0.038,39.9,17.1,50.7,51.8,149.85,3120.43,4184.35,450.3
247,Company_0247,Healthcare,Asia-Pacific,2023,197.02,0.0408,2552.98,0.0325,39.2,26.4,50.9,40.2,12.29,267.96,373.64,68.09
248,Company_0248,Energy,North America,2021,3263.57,0.0835,35431.66,0.0423,41.9,23.4,50.0,52.2,259.32,4557.54,4732.24,852.78
249,Company_0249,Technology,North America,2022,962.67,0.1431,7638.28,0.1318,43.1,31.4,60.0,37.9,36.37,1172.04,2559.04,221.27
250,Company_0250,Finance,Asia-Pacific,2018,640.29,0.0201,7017.79,0.0427,46.8,43.6,58.6,38.2,25.05,615.77,1376.32,305.23
251,Company_0251,Finance,North America,2021,970.44,0.0818,4288.07,0.0294,58.6,66.0,64.9,44.9,21.41,271.69,2234.94,485.22
252,Company_0252,Technology,Latin America,2020,387.8,0.0643,3031.79,-0.0156,52.3,70.4,41.7,44.8,7.02,376.64,339.96,88.88
253,Company_0253,Finance,Europe,2018,2283.72,0.1285,28586.52,0.143,46.3,49.4,48.5,41.0,115.35,407.27,6184.11,147.94
254,Company_0254,Technology,Latin America,2018,867.16,0.1545,4896.07,-0.0502,46.8,52.8,38.4,49.1,30.78,1161.49,795.71,80.55
255,Company_0255,Retail,North America,2020,653.9,0.1645,3420.92,0.0113,62.6,73.9,59.0,54.8,10.22,506.48,691.15,207.93
256,Company_0256,Technology,Middle East-Africa,2023,974.93,0.1799,14048.51,0.1686,52.3,42.9,75.9,38.2,70.28,1049.47,799.57,364.78
257,Company_0257,Technology,Europe,2018,2398.53,0.2023,13236.93,0.0828,61.6,77.0,56.2,51.5,57.29,415.28,3839.8,349.35
258,Company_0258,Finance,Europe,2024,1202.34,0.1564,7371.54,0.0486,49.9,27.6,72.0,50.1,75.03,1019.52,3269.48,579.64
259,Company_0259,Finance,Asia-Pacific,2021,408.8,0.2332,5982.88,0.0515,63.7,72.1,62.4,56.5,12.16,213.3,462.4,94.05
260,Company_0260,Manufacturing,Asia-Pacific,2022,1518.51,0.1272,17943.51,-0.0162,57.1,50.9,65.7,54.8,101.59,757.67,2178.13,759.26
261,Company_0261,Manufacturing,Middle East-Africa,2018,572.33,0.1096,6521.78,0.0452,52.1,54.9,55.5,46.0,10.47,369.45,1496.74,174.66
262,Company_0262,Retail,Europe,2021,242.43,0.1564,3208.64,0.0255,59.3,54.2,71.5,52.1,15.26,24.46,495.67,121.22
263,Company_0263,Manufacturing,Middle East-Africa,2019,3125.05,0.107,13718.58,0.0626,48.5,56.1,43.9,45.5,52.71,2354.18,7434.62,360.09
264,Company_0264,Technology,Asia-Pacific,2021,1510.3,0.2312,17325.32,-0.0554,60.3,61.7,60.2,59.0,62.35,1179.83,1563.16,480.91
265,Company_0265,Finance,Asia-Pacific,2022,1038.17,0.1879,9389.44,0.0778,47.0,22.9,68.4,49.7,63.72,1358.32,2378.67,365.66
266,Company_0266,Manufacturing,Europe,2021,860.98,0.165,11149.55,0.1212,64.5,71.7,79.4,42.3,19.05,626.74,920.41,430.49
267,Company_0267,Manufacturing,Latin America,2020,2915.96,0.1279,26528.56,0.0357,52.5,45.5,57.3,54.7,87.47,1775.76,8655.41,921.51
268,Company_0268,Retail,North America,2022,9518.65,0.0956,99402.3,0.0953,43.6,19.3,47.0,64.4,671.39,14207.98,18082.73,1352.44
269,Company_0269,Healthcare,Asia-Pacific,2023,1501.39,0.1621,13111.49,0.0717,42.5,28.2,50.0,49.2,108.04,1350.8,3361.76,180.5
270,Company_0270,Retail,Asia-Pacific,2019,533.39,0.0524,4660.73,0.0075,59.0,78.8,53.0,45.2,7.01,406.26,424.58,206.74
271,Company_0271,Technology,Latin America,2020,984.24,0.2121,12023.17,-0.0241,60.1,69.5,50.8,59.9,21.42,781.8,1108.89,166.64
272,Company_0272,Finance,Latin America,2023,1482.38,0.1093,15628.38,-0.0143,56.9,64.5,53.4,52.7,27.01,1827.55,1259.06,502.63
273,Company_0273,Retail,Middle East-Africa,2021,211.73,0.1383,2244.2,0.0705,58.9,69.7,62.9,44.1,4.78,122.16,312.4,73.3
274,Company_0274,Manufacturing,Middle East-Africa,2022,1385.96,0.0654,11646.78,0.0461,50.1,45.2,61.8,43.3,107.98,893.7,1677.48,636.37
275,Company_0275,Finance,North America,2019,1488.46,0.1634,13951.81,0.1393,46.8,31.9,68.1,40.5,72.36,1723.97,3471.54,467.14
276,Company_0276,Finance,North America,2020,2775.09,0.0928,33158.51,0.1054,55.3,78.3,43.5,44.0,118.68,561.06,2141.74,226.81
277,Company_0277,Manufacturing,Europe,2023,2579.85,0.159,33309.19,0.1052,42.8,13.2,65.0,50.1,203.58,3382.79,6140.42,804.14
278,Company_0278,Retail,Middle East-Africa,2023,1185.38,0.1654,13464.44,0.0684,56.6,65.6,54.2,50.0,58.07,832.47,728.14,215.49
279,Company_0279,Manufacturing,Asia-Pacific,2019,3166.07,0.0811,44606.34,-0.0174,55.5,51.9,56.6,58.0,178.18,2893.19,3182.04,1359.41
280,Company_0280,Healthcare,Middle East-Africa,2024,4559.53,0.0526,58562.1,0.0728,51.5,37.2,65.4,51.8,151.8,5291.18,11307.24,2279.76
281,Company_0281,Finance,Asia-Pacific,2021,1118.3,0.2119,10894.9,0.0545,56.0,53.6,59.0,55.5,41.1,528.37,2635.77,229.49
282,Company_0282,Energy,Latin America,2019,1469.58,0.1085,16248.94,-0.0297,48.3,34.6,59.5,50.8,75.84,1978.7,2484.79,659.04
283,Company_0283,Energy,Middle East-Africa,2023,318.27,0.1335,4492.57,0.1347,50.0,63.4,50.9,35.7,4.74,468.14,198.9,32.94
284,Company_0284,Technology,Latin America,2018,397.15,0.1491,4142.3,0.1272,55.5,54.7,73.9,38.0,11.09,314.54,804.13,172.11
285,Company_0285,Manufacturing,North America,2020,609.88,0.0448,7866.04,-0.0301,47.3,48.7,50.7,42.4,14.5,860.98,925.07,247.56
286,Company_0286,Manufacturing,North America,2019,803.89,0.1478,9056.45,0.0054,71.2,88.9,69.2,55.6,8.93,81.66,1038.08,401.95
287,Company_0287,Technology,Europe,2024,509.14,0.1259,4899.53,0.0115,45.1,30.9,52.9,51.6,24.23,688.32,1069.71,143.0
288,Company_0288,Technology,Middle East-Africa,2023,1069.35,0.0814,6311.35,0.0927,45.9,56.4,44.4,37.0,52.69,572.6,1701.9,133.55
289,Company_0289,Technology,Latin America,2021,820.9,0.0506,6659.13,0.0846,49.4,73.8,39.1,35.3,30.27,440.08,600.12,79.85
290,Company_0290,Finance,Asia-Pacific,2023,2320.71,0.1564,33912.27,0.0531,53.4,52.9,50.3,57.1,66.86,973.13,6474.48,356.67
291,Company_0291,Healthcare,North America,2021,786.55,0.1877,8568.05,0.0692,47.3,41.7,49.5,50.6,43.77,427.74,1924.09,62.82
292,Company_0292,Manufacturing,North America,2019,221.25,0.1307,2162.23,-0.0401,58.3,86.6,40.9,47.4,4.3,88.25,141.81,33.57
293,Company_0293,Finance,Asia-Pacific,2021,1197.54,0.0339,16999.67,0.0767,42.8,35.0,55.6,37.7,55.45,1638.5,2170.73,450.16
294,Company_0294,Technology,Latin America,2022,1085.79,0.0566,10899.29,0.0429,45.8,41.7,53.1,42.6,69.24,1475.19,769.22,374.24
295,Company_0295,Manufacturing,Latin America,2022,599.78,0.0941,5585.76,0.0025,59.1,63.2,64.0,50.0,12.9,145.8,1555.37,299.89
296,Company_0296,Finance,Middle East-Africa,2022,1172.04,0.2139,14195.42,-0.0573,55.6,49.6,61.0,56.3,73.52,351.61,2382.21,416.53
297,Company_0297,Healthcare,Middle East-Africa,2024,516.62,0.1052,5968.03,0.0519,46.1,40.1,53.6,44.6,32.68,675.14,481.04,141.62
298,Company_0298,Finance,Europe,2024,1381.45,0.0919,7346.43,0.075,61.1,84.0,58.8,40.6,19.61,909.7,762.36,476.36
299,Company_0299,Healthcare,North America,2018,6926.06,0.0196,59949.94,-0.0692,56.4,92.7,27.0,49.6,78.37,2333.95,4009.86,910.25
300,Company_0300,Technology,Middle East-Africa,2024,309.85,0.0806,2686.42,0.0513,43.3,33.5,54.9,41.4,24.22,252.51,547.94,101.97
301,Company_0301,Healthcare,Latin America,2019,764.05,0.046,5759.92,0.0586,52.3,55.2,63.7,38.1,17.98,522.1,1784.77,382.02
302,Company_0302,Manufacturing,Asia-Pacific,2023,682.97,0.0598,6288.43,0.0112,48.3,61.2,37.7,45.9,46.13,277.85,547.81,99.63
303,Company_0303,Technology,Latin America,2023,809.74,0.1272,6443.37,0.0766,55.3,49.9,72.6,43.4,39.94,898.05,852.83,404.87
304,Company_0304,Manufacturing,North America,2018,2239.36,0.0959,12074.98,0.0407,52.7,59.2,52.0,46.9,63.85,2203.1,2951.82,617.55
305,Company_0305,Energy,Latin America,2024,1603.56,0.222,12745.7,0.0698,65.8,85.1,57.4,54.9,30.62,384.09,1676.02,240.9
306,Company_0306,Retail,Europe,2021,1986.51,0.1847,7682.49,0.0874,50.1,39.5,63.1,47.7,88.93,2772.26,2936.75,530.99
307,Company_0307,Healthcare,North America,2018,1120.29,0.0835,11101.48,0.0874,43.3,49.2,41.5,39.2,43.15,987.94,2127.48,95.71
308,Company_0308,Retail,Asia-Pacific,2021,434.65,0.065,5756.38,0.1212,46.7,45.5,63.0,31.5,25.61,195.71,961.58,171.24
309,Company_0309,Retail,Europe,2021,502.56,0.203,5881.71,0.0737,44.8,30.8,52.9,50.7,36.83,195.4,1462.17,52.76
310,Company_0310,Healthcare,North America,2020,1848.97,0.2196,13543.17,0.0166,50.9,37.5,53.1,62.1,122.71,536.81,5227.23,273.2
311,Company_0311,Technology,Asia-Pacific,2023,1235.93,-0.0117,4999.17,0.0047,50.6,57.7,54.3,39.8,36.1,858.35,2379.57,617.97
312,Company_0312,Energy,Europe,2022,2649.55,0.1256,14375.91,-0.0244,47.1,41.7,47.1,52.5,189.51,767.73,6187.69,621.49
313,Company_0313,Manufacturing,Europe,2024,1346.53,0.1049,12853.78,0.0606,38.1,26.6,42.5,45.3,92.02,918.52,3874.2,135.15
314,Company_0314,Finance,North America,2021,479.09,0.1589,2627.66,0.1425,54.6,61.3,65.9,36.5,35.95,147.69,339.52,135.79
315,Company_0315,Manufacturing,Middle East-Africa,2020,761.03,0.2366,7250.82,0.0249,63.4,62.6,67.0,60.7,32.04,775.89,391.23,245.91
316,Company_0316,Finance,Europe,2023,1628.43,0.091,9410.99,0.0815,49.8,47.2,61.9,40.3,103.89,1953.04,935.53,628.27
317,Company_0317,Manufacturing,Europe,2022,1803.05,-0.0036,23776.92,-0.0027,47.9,43.1,54.6,46.1,92.71,1567.45,3440.89,901.52
318,Company_0318,Healthcare,Asia-Pacific,2021,1995.35,0.1547,15498.42,0.0636,49.0,41.5,55.1,50.3,63.32,2099.27,4802.98,430.52
319,Company_0319,Energy,Latin America,2021,526.39,0.2034,3130.21,0.1382,44.6,23.3,69.1,41.3,41.91,744.17,746.25,144.72
320,Company_0320,Finance,North America,2018,473.09,0.1018,6030.87,0.098,54.1,59.3,65.0,38.1,6.0,470.12,881.41,188.32
321,Company_0321,Technology,North America,2018,960.2,0.0777,6830.9,-0.06,47.9,65.3,37.2,41.2,20.51,585.55,1719.63,184.81
322,Company_0322,Manufacturing,Middle East-Africa,2023,3005.06,0.0938,13035.49,0.0899,43.7,52.1,38.5,40.4,217.8,2191.5,2214.51,67.42
323,Company_0323,Manufacturing,Middle East-Africa,2022,674.72,0.171,6642.52,0.0931,60.6,58.6,77.9,45.3,9.61,880.33,879.81,337.36
324,Company_0324,Finance,North America,2021,1507.91,0.0927,15047.09,0.0621,55.3,65.4,55.8,44.6,108.69,426.75,827.22,473.44
325,Company_0325,Technology,Middle East-Africa,2023,1508.0,0.1397,17457.19,0.0967,56.1,61.6,61.6,45.0,90.58,838.5,1171.36,446.56
326,Company_0326,Technology,Asia-Pacific,2023,1867.85,0.1217,10987.85,-0.0083,51.8,52.5,49.5,53.3,23.47,1696.36,4724.99,480.39
327,Company_0327,Healthcare,North America,2019,3516.1,0.1155,29272.45,0.0544,45.7,35.5,49.9,51.8,140.83,3681.17,9048.81,714.33
328,Company_0328,Healthcare,Middle East-Africa,2024,3272.58,0.1621,20906.61,0.1277,48.7,22.6,79.6,43.9,205.56,3825.32,8197.38,1636.29
329,Company_0329,Healthcare,North America,2018,723.27,0.0913,2872.41,0.1214,47.9,45.7,65.0,33.1,36.75,394.53,1675.84,279.53
330,Company_0330,Healthcare,Latin America,2022,252.52,0.0942,3413.85,0.0884,41.1,37.4,47.9,37.9,19.07,76.82,627.07,41.57
331,Company_0331,Healthcare,Europe,2021,682.0,0.1679,8011.07,-0.0118,42.2,16.8,53.5,56.3,48.24,979.88,1485.02,175.77
332,Company_0332,Healthcare,North America,2023,1156.29,0.0608,7651.8,-0.0228,48.9,64.1,37.9,44.8,38.49,239.29,2514.45,213.86
333,Company_0333,Energy,Europe,2021,851.37,0.0672,8677.58,0.058,51.9,71.8,43.0,41.0,13.56,199.33,1846.12,138.06
334,Company_0334,Technology,Middle East-Africa,2019,4348.25,0.0444,23546.51,0.0627,40.4,34.9,43.8,42.5,330.89,3447.81,7762.1,874.95
335,Company_0335,Healthcare,Europe,2022,1111.14,0.1709,15203.62,0.043,56.0,43.3,70.2,54.5,51.35,1385.57,1564.9,490.1
336,Company_0336,Technology,North America,2023,1732.98,0.1137,7588.51,-0.0063,44.3,47.4,33.7,51.9,26.35,2052.38,4030.03,54.08
337,Company_0337,Technology,Latin America,2021,1276.72,0.0412,3888.95,0.0806,35.3,31.5,40.1,34.2,85.74,1803.72,1591.58,166.61
338,Company_0338,Retail,Middle East-Africa,2018,860.37,0.1712,7764.02,0.0577,57.4,48.2,73.6,50.4,60.91,256.6,1597.92,409.03
339,Company_0339,Energy,North America,2024,285.04,0.0867,2849.7,0.0703,49.7,51.7,58.0,39.5,15.61,178.44,451.33,98.77
340,Company_0340,Healthcare,Middle East-Africa,2019,1037.91,0.0677,10324.73,0.0915,55.7,66.5,63.5,37.0,42.89,513.77,1236.73,447.21
341,Company_0341,Manufacturing,Asia-Pacific,2022,10702.72,0.1083,39109.27,0.0308,47.1,16.7,67.4,57.1,603.12,13969.38,31430.94,5351.36
342,Company_0342,Finance,Europe,2019,458.92,0.2087,3106.22,0.0158,50.8,51.5,42.8,58.2,27.29,359.66,526.33,4.65
343,Company_0343,Manufacturing,Asia-Pacific,2018,307.84,0.0963,2767.62,0.1275,50.3,59.0,59.1,32.7,22.32,42.36,391.96,87.92
344,Company_0344,Energy,North America,2022,4253.39,0.1545,23814.54,-0.003,52.8,39.1,58.5,60.7,327.13,4641.09,3844.94,1446.57
345,Company_0345,Finance,Latin America,2019,1843.57,0.1636,24835.65,0.0172,50.5,42.4,49.2,60.0,84.81,1187.58,4714.84,306.53
346,Company_0346,Energy,Middle East-Africa,2020,1250.37,0.1466,5058.13,0.1364,48.0,36.1,71.0,36.8,82.39,1054.82,2458.82,478.82
347,Company_0347,Technology,Europe,2018,2846.57,0.1963,25188.24,0.0117,43.3,17.6,48.6,63.8,220.65,3846.58,5785.94,337.95
348,Company_0348,Finance,Middle East-Africa,2018,612.74,0.0776,6922.17,0.0431,51.3,59.1,51.2,43.5,12.61,281.52,1563.36,175.93
349,Company_0349,Technology,North America,2018,1017.78,0.0574,6250.23,0.0212,58.0,80.0,49.7,44.3,11.48,444.13,1381.44,322.6
350,Company_0350,Manufacturing,Middle East-Africa,2020,2140.1,0.0562,22451.55,-0.0748,46.6,55.8,42.5,41.6,151.58,1002.57,2106.04,678.63
351,Company_0351,Manufacturing,Europe,2020,4804.21,0.1113,62227.13,0.0414,63.5,75.6,52.4,62.5,113.71,2754.5,4785.06,1246.51
352,Company_0352,Finance,North America,2021,483.97,0.0632,2557.31,-0.0207,50.4,70.6,36.6,43.9,6.28,121.14,1128.4,77.13
353,Company_0353,Finance,Middle East-Africa,2023,2687.9,0.1289,37648.41,0.0678,55.1,51.0,60.6,53.6,57.0,2892.47,5470.64,882.88
354,Company_0354,Healthcare,Latin America,2024,1432.66,0.1246,13814.7,0.1274,60.0,73.4,68.1,38.5,52.85,559.25,1455.36,544.59
355,Company_0355,Energy,North America,2019,1229.23,0.1811,8101.59,-0.105,47.8,57.0,41.2,45.1,31.16,1716.75,1060.41,194.9
356,Company_0356,Healthcare,North America,2021,1090.72,0.1375,8911.48,0.0215,60.2,78.6,49.5,52.5,34.21,438.43,874.45,221.15
357,Company_0357,Energy,Latin America,2019,416.03,0.095,2806.64,0.0817,45.4,38.0,59.4,38.7,32.56,190.5,860.96,142.38
358,Company_0358,Healthcare,Asia-Pacific,2024,2152.02,0.1447,25181.51,-0.1028,54.0,66.6,48.5,46.8,127.63,1110.07,1076.65,680.03
359,Company_0359,Technology,Europe,2023,634.23,0.0582,7963.14,0.1435,48.8,50.0,68.0,28.5,37.96,745.82,346.16,287.43
360,Company_0360,Finance,Asia-Pacific,2020,515.03,0.1177,6692.89,0.0766,61.3,69.6,71.7,42.6,8.56,359.82,759.09,257.51
361,Company_0361,Manufacturing,Middle East-Africa,2023,2038.2,0.1392,30224.88,0.1258,46.8,25.2,70.5,44.7,124.83,2541.77,4541.87,810.08
362,Company_0362,Energy,Latin America,2020,1905.3,0.1278,23807.49,0.0105,47.3,26.0,58.6,57.2,117.66,2284.06,4263.29,692.75
363,Company_0363,Energy,Asia-Pacific,2024,1158.99,0.1449,11840.9,0.019,52.3,32.7,69.9,54.3,65.11,1624.07,1825.74,579.49
364,Company_0364,Manufacturing,North America,2023,2334.8,0.0814,16508.52,0.0387,45.1,44.1,44.1,47.1,60.68,2706.6,5201.19,420.44
365,Company_0365,Healthcare,Middle East-Africa,2021,2975.46,0.1891,28371.49,0.1997,58.9,66.8,70.9,38.9,117.87,513.79,5363.99,754.63
366,Company_0366,Energy,Middle East-Africa,2022,2740.12,0.2293,9570.74,0.1423,44.7,11.3,77.9,45.0,189.72,3485.96,8062.33,1000.95
367,Company_0367,Technology,Asia-Pacific,2021,757.64,0.0238,9044.6,0.0593,36.2,41.0,30.8,36.9,43.12,1070.77,686.53,29.87
368,Company_0368,Finance,Asia-Pacific,2019,2230.26,0.0471,18625.94,0.0678,35.7,22.4,44.0,40.6,136.7,3325.69,4464.24,434.26
369,Company_0369,Manufacturing,Latin America,2021,1271.75,0.1226,4120.82,0.0944,47.2,59.9,41.8,40.0,65.01,350.21,2197.71,35.77
